network,address,normalizedAddress,trackedStatus,inDeployments,inOpenZeppelin,hasCode,creator,creationTxHash,files,keys
base-sepolia,0x43495fBcd33235D9FcD4c2c7f8cB2444E463C9b3,0x43495fbcd33235d9fcd4c2c7f8cb2444e463c9b3,both,true,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0xc567fbee9897c2256eeb7ec8e6973ffbe2f5b7659c2bef4523f4aad5e4e8a797,.openzeppelin/base-sepolia.json|deployments/deployment-base-sepolia-2026-02-03T19-30-41-174Z.json,dualPoolStaking|proxies.20.address
base-sepolia,0x50F0B152DD8A9115B37A12F48524148f39E12C89,0x50f0b152dd8a9115b37a12f48524148f39e12c89,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x8a5fa974ade3ca1527a735c872f6466648066030825d95086421ecbb7540e452,deployments/deployment-base-sepolia-2026-02-07T20-30-22-290Z.json|deployments/deployment-base-sepolia-latest.json,groth16Verifier
base-sepolia,0x56Ad5c5285d036833828886108b733873345E86b,0x56ad5c5285d036833828886108b733873345e86b,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xaee730b192ad6c41a146fd4a0fdf81924673370a6da73f333a6bb4622729832c,.openzeppelin/base-sepolia.json,proxies.2.address
base-sepolia,0x598F58bA70627AcC75FA19651AA5039E96cF993e,0x598f58ba70627acc75fa19651aa5039e96cf993e,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xbc11da48b7fb36bb7604abc3e4da3773ecdd4f771ad089d723b0fe69454c11cb,.openzeppelin/base-sepolia.json,impls.56091f0397cf9309eb549c09254582efc1a20ffb6badd66e2b06c22eede46e4f.address
base-sepolia,0x599016bF00eE23d531223c6285C92aa0cAC278EF,0x599016bf00ee23d531223c6285c92aa0cac278ef,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x153c3a236f6cde8e626216b063e503aba29ff9444a73b743a51482529de2b8fa,deployments/deployment-base-sepolia-2026-02-03T19-30-41-174Z.json|deployments/ethereum-sepolia-spoke-1770381410089.json|deployments/ethereum-sepolia-spoke-latest.json,hub|myntis|myntisImplementation
base-sepolia,0x59F3d313638042327B6AF8019F93FD0F8e3F1490,0x59f3d313638042327b6af8019f93fd0f8e3f1490,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x3e73e03f10aa77bb2c438c7e2c93d5b2cb9aa20a0b8bf9a566ad0e43cdc8874a,.openzeppelin/base-sepolia.json,impls.cb447f3b44802d1260319adf20ebfc88e3832183736843c61dd75e26fbe0f831.address
base-sepolia,0x723754749830B533381775a22407FCeC3597B052,0x723754749830b533381775a22407fcec3597b052,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x837354d735b88869887d2eb4c85a7350dae1da18f525b08eb434ff98759ecd86,deployments/deployment-base-sepolia-2026-02-07T20-30-22-290Z.json,globalSupplyRegistry
base-sepolia,0x72846079AcBf42ae7E7c3E51EdDF87AA0D11BAAF,0x72846079acbf42ae7e7c3e51eddf87aa0d11baaf,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x588d2800a43b8f9f53609367335648a2c71dbb25ed60f7f75746658014ad0396,.openzeppelin/base-sepolia.json,proxies.0.address
base-sepolia,0x74880966F4e89b86B3Cda7B8eB34eb7E5413cc66,0x74880966f4e89b86b3cda7b8eb34eb7e5413cc66,deployments_only,true,false,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x660a9dcd6cdbe393189569cca080e27a2c080bbcb4436a33461202007cbe6ad1,deployments/base-sepolia-migration-latest.json|deployments/verification-1764758815943.json,deployment.globalSupplyRegistry|globalSupplyRegistry|results.15.actual|results.15.expected
base-sepolia,0x789301aCF660D75c369333F5F6f574eac16A413c,0x789301acf660d75c369333f5f6f574eac16a413c,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xa8b1cc938a4bb69865637f4252c9565743f2c703b204729b6c9d4b1f4492d429,.openzeppelin/base-sepolia.json,proxies.9.address
base-sepolia,0x79cd6467a7CF732248B0A8E790acdB7170F08021,0x79cd6467a7cf732248b0a8e790acdb7170f08021,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x4a784f99f8cbe86911dc408e690a32d71eb503115d751e0ec79c731eec53010e,.openzeppelin/base-sepolia.json,proxies.23.address
base-sepolia,0x7DD7C14927008274000de1813c017c3219A06aD6,0x7dd7c14927008274000de1813c017c3219a06ad6,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xd1c5c0714302b702c76b2acde848c4a898af4dab93148f7a2693291a6ae96716,.openzeppelin/base-sepolia.json,proxies.4.address
base-sepolia,0x807833243F1AAFD29e1B9acDB4D796987D0aa934,0x807833243f1aafd29e1b9acdb4d796987d0aa934,deployments_only,true,false,true,,,deployments/deployment-base-sepolia-2026-02-03T19-30-41-174Z.json,zkMerkleDistributor|zkMerkleDistributorImplementation
base-sepolia,0x81511Ba99e9B747893a1D0CF121DCf835c78f82C,0x81511ba99e9b747893a1d0cf121dcf835c78f82c,openzeppelin_only,false,true,true,,,.openzeppelin/base-sepolia.json,impls.7ff363c2df9c9c7170540004909732552d4c2d8d043b84445421e24951cc06f3.address
base-sepolia,0x856A7928Bb88F59e05b83059f1f9F233ECC5E4c4,0x856a7928bb88f59e05b83059f1f9f233ecc5e4c4,openzeppelin_only,false,true,true,,,.openzeppelin/base-sepolia.json,proxies.18.address
base-sepolia,0x89C6C4e7F952C1c07467E32Ea2fF0660f6d4C627,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,deployments_only,true,false,false,,,deployments/arbitrum-sepolia-oft-v2-spoke.json|deployments/deployment-base-sepolia-2026-02-03T19-30-41-174Z.json|deployments/deployment-base-sepolia-2026-02-07T20-30-22-290Z.json|deployments/deployment-base-sepolia-latest.json|deployments/emissions-optionb-1766817016180.json|deployments/ethereum-sepolia-oft-v2-spoke.json|deployments/ethereum-sepolia-spoke-1770381410089.json|deployments/ethereum-sepolia-spoke-latest.json|deployments/optimism-sepolia-oft-v2-spoke.json|deployments/spoke-distributor-optionb-1766817121658.json|deployments/spoke-distributor-optionb-latest.json|deployments/zk-distributor-optionb-1766817028733.json|deployments/zk-distributor-optionb-1767728267700.json,admin|deployer
base-sepolia,0x8B269FD6cf9df0914A41b32f0aF4B3d18E76291d,0x8b269fd6cf9df0914a41b32f0af4b3d18e76291d,deployments_only,true,false,true,,,deployments/deployment-base-sepolia-2026-02-03T19-30-41-174Z.json,globalSupplyRegistry
base-sepolia,0x8BEceC0fFbc93bBd94DEcaa9Bbf7b2CfDd286d55,0x8becec0ffbc93bbd94decaa9bbf7b2cfdd286d55,deployments_only,true,false,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x039e7aaab54437771e465fa1288c90fadd66308bc931663035286cbb7c2873fd,deployments/base-sepolia-migration-latest.json|deployments/ethereum-sepolia-spoke-1764759110560.json|deployments/verification-1764758815943.json,deployment.myntis|hub|myntis|results.11.actual|results.11.expected|results.13.actual|results.13.expected|results.6.actual|results.6.expected|results.8.actual|results.8.expected
base-sepolia,0x99466736A2285Ca2BE0279C1f2c7757533ebc0cd,0x99466736a2285ca2be0279c1f2c7757533ebc0cd,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0xe1b6681f61b0887b70c3dcd1c227ae6940596c1353183fb0075bb1d5f2421824,deployments/deployment-base-sepolia-2026-02-07T20-30-22-290Z.json|deployments/deployment-base-sepolia-latest.json,liquidStakingVault|liquidStakingVaultImplementation
base-sepolia,0xa42DC4305Bb08540109F85621C29d71689eA35F9,0xa42dc4305bb08540109f85621c29d71689ea35f9,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xec9baf7cf148b4f8a6d9aa4ac728a385d55e5198e6b186d6190296652cb45cb5,.openzeppelin/base-sepolia.json,proxies.6.address
base-sepolia,0xAea0e9d9c7a38860361d836C3ba3f70f66d4D1A1,0xaea0e9d9c7a38860361d836c3ba3f70f66d4d1a1,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x0cdbda52029b56f947c8aed192f5494db6835f5aba31d1407199178bc5a71702,deployments/deployment-base-sepolia-latest.json,globalSupplyRegistry
base-sepolia,0xB7976Bc67327cCD41435c5a555ADbf8B987F8E1E,0xb7976bc67327ccd41435c5a555adbf8b987f8e1e,deployments_only,true,false,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xe9d9648dfa16f9bb6b0444421104c629059f67f50a23745e10626ad80a330532,deployments/base-sepolia-migration-latest.json|deployments/verification-1764758815943.json,deployment.liquidStakingVault|liquidStakingVault|results.10.actual|results.10.expected
base-sepolia,0xBe3E429Ff9Fe8Eaa39655C96a787c43b4C607056,0xbe3e429ff9fe8eaa39655c96a787c43b4c607056,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x95db44d060554210e74d59a71a331832ea89c4a311e79e6bf0a20252da257fee,.openzeppelin/base-sepolia.json,impls.bcf43765f1c4a639140df057fb3248a73d707d380933dfcf806078d756a2bb62.address
base-sepolia,0xC24e30632a02950d476d27D2De6Ceb7F2C5E9978,0xc24e30632a02950d476d27d2de6ceb7f2c5e9978,deployments_only,true,false,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x2acf38a5096c1ced1d0436919d2b916c3ebc85a0ad27451dde4e41d2e4951448,deployments/base-sepolia-migration-latest.json|deployments/verification-1764758815943.json,deployment.rewardClaimVerifier|results.14.actual|results.14.expected|rewardClaimVerifier
base-sepolia,0xc5996A1ca8C4B558feEFFf2b403C09C9e1aE27Cf,0xc5996a1ca8c4b558feefff2b403c09c9e1ae27cf,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0xb024f6afe1dc8d279b1fb66292e340a36f1603836d6ee3d7dd9da4ff4dd67d48,deployments/deployment-base-sepolia-2026-02-03T19-30-41-174Z.json,emissionsContract
base-sepolia,0xC5aA7e0992EEDf67f5096Cb629152267cEDf2875,0xc5aa7e0992eedf67f5096cb629152267cedf2875,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x65676a8dc2c2357c9d95a2c3f83d0c92eca605f98a940cb0976e21ebee21afd0,deployments/deployment-base-sepolia-2026-02-07T20-30-22-290Z.json|deployments/deployment-base-sepolia-latest.json,myntis|myntisImplementation
base-sepolia,0xC86C0Ce8Fcf3887C9F189FCE7f0853126bF0F8Ab,0xc86c0ce8fcf3887c9f189fce7f0853126bf0f8ab,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0xa6b16c21be3354e4ea0c001693ea60da039f427b21071603086feb5f86dad4e4,.openzeppelin/base-sepolia.json,proxies.17.address
base-sepolia,0xc8B635C09161CA61005143630B3002B4FA335770,0xc8b635c09161ca61005143630b3002b4fa335770,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x614d85353538c2eb7471a39782644d11fb752b011bcb4bda444e85e437a6c477,deployments/deployment-base-sepolia-2026-02-07T20-30-22-290Z.json|deployments/deployment-base-sepolia-latest.json,dualPoolStaking
base-sepolia,0xca7295efd7794E86BC165ea4fF005582EC71209D,0xca7295efd7794e86bc165ea4ff005582ec71209d,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x117b4f02247fdc0cddda11050b0b28e31602fd7846016be701462e0504ac3668,.openzeppelin/base-sepolia.json,proxies.16.address
base-sepolia,0xcBeC89921DDb9Ec10aF7737e7AA10249660d37D8,0xcbec89921ddb9ec10af7737e7aa10249660d37d8,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xcd75a7cb004f80a32a702c80b0ace8385cc80ced822e1f5e34c8a774027156fa,.openzeppelin/base-sepolia.json,proxies.10.address
base-sepolia,0xcCd520507Ff96b88487A85ab8662DFf2D4368186,0xccd520507ff96b88487a85ab8662dff2d4368186,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0xe56147891b540356bddb352d12e2f97afab900df6fb8ecc10cf6e9bf284a982a,.openzeppelin/base-sepolia.json,proxies.11.address
base-sepolia,0xD8a07d14b541d8FdeBFcE76F69445f2aa9b29AfD,0xd8a07d14b541d8fdebfce76f69445f2aa9b29afd,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x2e000a22c94e9b7aee025b446b2fcdd4192e991f679fc3fa08304c5b4181c161,.openzeppelin/base-sepolia.json,impls.6acdc94212e700451aa1e8a886697ac3b1dd4c56bc67163c71698c45d8637bbf.address
base-sepolia,0xDCC8C3A2eF1f25607AEF98532D3bcFd310939346,0xdcc8c3a2ef1f25607aef98532d3bcfd310939346,openzeppelin_only,false,true,true,,,.openzeppelin/base-sepolia.json,proxies.21.address
base-sepolia,0xdEF48e6d4c7990c52d142CC4775C1687b809c73D,0xdef48e6d4c7990c52d142cc4775c1687b809c73d,openzeppelin_only,false,true,true,,,.openzeppelin/base-sepolia.json,proxies.15.address
base-sepolia,0xE038B26c8aD60B280Cddec161fC71435200Ad636,0xe038b26c8ad60b280cddec161fc71435200ad636,openzeppelin_only,false,true,true,,,.openzeppelin/base-sepolia.json,proxies.5.address
base-sepolia,0xE1eFd4598Cb371035F78dD3eb4151A7498F9dEa4,0xe1efd4598cb371035f78dd3eb4151a7498f9dea4,deployments_only,true,false,true,,,deployments/base-sepolia-oft-v2-hub.json,contracts.myntisOFT
base-sepolia,0xe2A90b4324717Dcfd479f6fcBd4f177B81aAB90e,0xe2a90b4324717dcfd479f6fcbd4f177b81aab90e,openzeppelin_only,false,true,true,,,.openzeppelin/base-sepolia.json,proxies.1.address
base-sepolia,0xE638a450FCaeD7A53C6170D37da7B282c2FD8704,0xe638a450fcaed7a53c6170d37da7b282c2fd8704,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x8432435d6ac0cf7320fe27aa73744d705827688267373741857de1bf90dd9744,.openzeppelin/base-sepolia.json,proxies.19.address
base-sepolia,0xe66e51C61a0D89831e9B41f8dE28fbFf18C5E1f8,0xe66e51c61a0d89831e9b41f8de28fbff18c5e1f8,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x3b0bebcdc29fe6e5040ca0df69f797fd576f5dc931ac3601b7addc5e39147bb7,.openzeppelin/base-sepolia.json,proxies.13.address
base-sepolia,0xE6d841B5ADb874CB13e257DA672cf3a9B7525fe0,0xe6d841b5adb874cb13e257da672cf3a9b7525fe0,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x5b1d27775ed84004fd99a03725de38bc6bced8033c03eae5775cfcd3af1b4997,.openzeppelin/base-sepolia.json,proxies.12.address
base-sepolia,0xE715AFf135Ee9A6161F8365Eda8e48EFa0435537,0xe715aff135ee9a6161f8365eda8e48efa0435537,both,true,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x2aed42bf8044bff4df08eb3744096476fc4ce55212377bcafcc1c957bb85405d,.openzeppelin/base-sepolia.json|deployments/deployment-base-sepolia-2026-02-03T19-30-41-174Z.json,dualPoolStakingImplementation|impls.42d37ca770607abab1c0f7c0601e0c22ba0ad0403a3a1e6eee4d4a162cacb092.address
base-sepolia,0xF357a42D706DA367f641Caf4de5B90b9d9a2e084,0xf357a42d706da367f641caf4de5b90b9d9a2e084,openzeppelin_only,false,true,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x914682154a86f94276f9a9658305503f5d0eee9ce23056f85e4f1b51c1f9704d,.openzeppelin/base-sepolia.json,impls.603b2cb3e336fe9dd4c9b227259df4cbcf6e0e77b45a26e1c8a6d277b6761e81.address
base-sepolia,0xf80D159e64400E9aCAAb625e285F556d79E9Ac70,0xf80d159e64400e9acaab625e285f556d79e9ac70,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0x3b405e7b57a2577d342494a05bed335bf08b435d7c0a6230c3668eb63b012d70,deployments/deployment-base-sepolia-2026-02-07T20-30-22-290Z.json|deployments/deployment-base-sepolia-latest.json,dualPoolStakingImplementation
base-sepolia,0xF9C08054D00b726E6B9C78559483bbBcA5D310b5,0xf9c08054d00b726e6b9c78559483bbbca5d310b5,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x9b4f58816c72a52747562df1c47c8142fb3bda24c0a9bee92f6b7516242d8214,.openzeppelin/base-sepolia.json,proxies.7.address
base-sepolia,0xFa1410229bdFc031137113438Af74A858aAf6964,0xfa1410229bdfc031137113438af74a858aaf6964,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x02022f358aa8c46142b4792a2f012c6923a5814175480890b88e54d4bb6fbdb2,.openzeppelin/base-sepolia.json,impls.a16b8a5fbcf5321ab9a1c3ebed87fd98f984b0b8f9a8db85a396412e050c6e28.address
base-sepolia,0xFf2B6022a2a012D470d23136913ADf06b467E591,0xff2b6022a2a012d470d23136913adf06b467e591,openzeppelin_only,false,true,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x362c8f4de4d5fcb27a12f512f057de3dfa8cc8438e8366a392c412403c3c765c,.openzeppelin/base-sepolia.json,proxies.8.address
ethereum-sepolia,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,deployments_only,true,false,false,,,deployments/ethereum-sepolia-distributor-1764759735509.json|deployments/ethereum-sepolia-distributor-latest.json,hubGlobalNullifier
ethereum-sepolia,0x01C18388635236c13F7D26B1D141f3A87E106035,0x01c18388635236c13f7d26b1d141f3a87e106035,deployments_only,true,false,true,0x0904192498efff59e0502ae1700ecaa9b1708543,0x95751436a7872caa878eae7c105d9cbb27350e4caa8272feca29a69353cabf57,deployments/ethereum-sepolia-distributor-1764759735509.json|deployments/ethereum-sepolia-distributor-latest.json,spokeDistributor
ethereum-sepolia,0x0904192498effF59e0502aE1700ecAa9B1708543,0x0904192498efff59e0502ae1700ecaa9b1708543,deployments_only,true,false,false,,,deployments/base-sepolia-migration-latest.json|deployments/base-sepolia-oft-v2-hub.json|deployments/ethereum-sepolia-distributor-1764759735509.json|deployments/ethereum-sepolia-distributor-latest.json|deployments/ethereum-sepolia-spoke-1764759110560.json|deployments/reward-weighting-registry-84532-1764763269527.json|deployments/reward-weighting-registry-84532-latest.json|deployments/verification-1764758815943.json,deployer|deployment.deployer
ethereum-sepolia,0x5242925C716225C58459f557E5B4Be51373aB767,0x5242925c716225c58459f557e5b4be51373ab767,deployments_only,true,false,true,0x89c6c4e7f952c1c07467e32ea2ff0660f6d4c627,0xeeba7401df8be9371604b3367d65022e16d76706f2ac92204392ea80ad4be2c5,deployments/emissions-optionb-1766817016180.json|deployments/ethereum-sepolia-spoke-1770381410089.json|deployments/ethereum-sepolia-spoke-latest.json|deployments/zk-distributor-optionb-1766817028733.json|deployments/zk-distributor-optionb-1767728267700.json,spoke|token
